_id,trans_after,revenue_after,test_coupon,channel_acq,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart,race,gender
8641,0,0,coupon,facebook,6,59.99,4,1,something,white,male
8642,0,0,coupon,facebook,9,61.49,2,20,nothing,white,female
8643,0,0,control,facebook,1,67.99,5,1,something,white,male
8644,0,0,coupon,facebook,2,54.49,4,1,nothing,minority,male
8645,0,0,control,google,2,125.98,5,10,nothing,minority,male
8646,0,0,control,referral,4,86.98,5,6,nothing,white,male
8647,0,0,control,google,2,265.96,5,7,nothing,white,male
8648,0,0,control,instagram,0,0,6,2,nothing,white,male
8649,0,0,coupon,referral,2,161.97,5,5,nothing,white,male
8650,0,0,coupon,google,1,179.97,3,9,nothing,minority,female
8651,0,0,coupon,google,6,77.99,6,5,something,minority,male
8652,0,0,control,facebook,0,0,1,12,nothing,white,female
8653,0,0,coupon,facebook,5,60.99,3,9,nothing,white,female
8654,0,0,control,instagram,4,78.99,4,14,nothing,minority,female
8655,1,63.99,control,other,5,63.99,0,23,something,white,female
8656,0,0,control,facebook,0,0,6,5,something,white,male
8657,0,0,control,google,9,54.99,5,13,nothing,white,male
8658,0,0,control,google,2,118.98,0,22,something,white,female
8659,0,0,control,instagram,0,0,1,20,nothing,white,female
8660,0,0,coupon,instagram,0,0,0,9,something,white,male
8661,0,0,control,google,2,67.49,1,20,nothing,minority,male
8662,0,0,control,google,0,0,3,4,nothing,white,male
8663,0,0,coupon,instagram,2,197.97,1,19,something,white,female
8664,0,0,coupon,instagram,1,68.49,5,22,nothing,white,female
8665,0,0,coupon,google,4,75.99,4,25,nothing,white,female
8666,0,0,control,facebook,3,89.98,7,17,nothing,white,female
8667,1,43.592,coupon,facebook,1,54.49,4,17,nothing,white,female
8668,0,0,control,google,1,64.49,1,16,nothing,minority,female
8669,2,94.384,coupon,facebook,2,58.99,0,15,something,white,male
8670,0,0,control,facebook,2,103.98,4,8,nothing,white,male
8671,0,0,control,facebook,0,0,7,4,nothing,white,male
8672,1,40.392,coupon,referral,12,50.49,5,10,nothing,white,female
8673,0,0,control,google,1,125.98,5,15,nothing,minority,female
8674,1,36.792,coupon,google,4,45.99,1,17,something,white,female
8675,0,0,coupon,instagram,1,55.99,3,17,nothing,white,female
8676,0,0,coupon,google,0,0,3,27,nothing,white,female
8677,0,0,coupon,google,4,99.98,4,16,nothing,white,female
8678,1,49.592,coupon,facebook,8,61.99,0,3,nothing,white,male
8679,0,0,control,instagram,0,0,2,12,nothing,white,male
8680,0,0,control,instagram,2,49.49,2,30,nothing,white,female
8681,0,0,control,google,0,0,0,2,nothing,white,male
8682,0,0,coupon,instagram,0,0,2,26,nothing,white,female
8683,0,0,control,google,1,51.99,7,12,nothing,minority,male
8684,0,0,coupon,instagram,4,48.99,6,23,nothing,white,female
8685,0,0,coupon,google,2,113.98,1,18,nothing,minority,female
8686,0,0,coupon,instagram,0,0,4,3,nothing,white,male
8687,2,139.184,coupon,instagram,12,173.98,3,16,nothing,white,female
8688,0,0,control,instagram,3,125.98,5,12,nothing,white,female
8689,0,0,control,google,1,65.99,0,19,something,minority,female
8690,0,0,control,instagram,0,0,0,23,nothing,white,female
8691,1,46.392,coupon,facebook,4,115.98,0,14,something,white,female
8692,1,43.992,coupon,instagram,17,164.97,5,16,nothing,white,male
8693,0,0,control,facebook,1,62.49,1,2,nothing,minority,male
8694,1,56.99,control,instagram,3,56.99,3,16,nothing,white,male
8695,0,0,control,instagram,1,61.49,3,4,nothing,white,male
8696,0,0,coupon,google,0,0,4,6,nothing,minority,male
8697,0,0,control,facebook,0,0,1,4,nothing,white,male
8698,0,0,control,google,0,0,0,7,nothing,minority,male
8699,1,61.49,control,google,12,61.49,3,14,nothing,minority,female
8700,0,0,control,instagram,0,0,1,15,nothing,white,female
8701,0,0,coupon,instagram,0,0,0,4,nothing,white,male
8702,0,0,control,instagram,4,180.98,1,16,nothing,white,male
8703,0,0,control,google,0,0,1,17,nothing,minority,female
8704,2,137.98,control,google,7,68.99,2,9,something,white,male
8705,0,0,coupon,facebook,4,45.49,0,15,nothing,white,male
8706,0,0,control,facebook,2,182.97,6,10,something,white,male
8707,0,0,control,referral,7,57.49,4,15,nothing,white,female
8708,0,0,control,google,2,117.98,5,25,something,white,female
8709,0,0,coupon,instagram,3,178.47,0,13,something,white,male
8710,0,0,coupon,referral,3,59.99,2,9,something,white,male
8711,0,0,coupon,google,2,247.96,6,1,nothing,white,male
8712,0,0,control,facebook,3,65.99,1,14,nothing,white,female
8713,0,0,control,other,7,66.99,3,37,nothing,white,female
8714,0,0,control,google,0,0,7,20,nothing,minority,female
8715,0,0,coupon,google,3,115.98,7,13,something,white,male
8716,0,0,control,facebook,9,63.49,4,21,nothing,white,female
8717,0,0,control,google,1,203.97,0,11,nothing,minority,female
8718,0,0,control,google,0,0,3,9,nothing,white,male
8719,0,0,control,google,0,0,0,5,nothing,white,male
8720,0,0,control,facebook,3,110.98,5,19,nothing,white,female
8721,0,0,control,google,0,0,5,13,something,white,male
8722,1,55.592,coupon,facebook,0,0,0,20,nothing,white,female
8723,0,0,coupon,google,0,0,1,23,something,white,female
8724,0,0,coupon,google,2,47.49,7,23,nothing,minority,female
8725,0,0,control,referral,2,135.98,4,10,nothing,white,male
8726,0,0,coupon,facebook,0,0,7,9,nothing,white,female
8727,0,0,control,google,3,64.99,6,15,something,white,male
8728,0,0,control,instagram,1,65.99,6,18,nothing,white,female
8729,0,0,coupon,google,3,51.99,1,7,something,white,male
8730,0,0,control,instagram,1,124.98,0,1,something,white,male
8731,0,0,coupon,instagram,1,82.98,1,16,nothing,white,female
8732,0,0,control,google,1,62.99,4,15,nothing,minority,female
8733,0,0,control,instagram,2,80.99,3,15,nothing,white,female
8734,0,0,control,google,0,0,4,16,nothing,minority,female
8735,0,0,control,google,2,65.99,5,23,nothing,white,female
8736,0,0,coupon,instagram,2,70.99,6,24,something,white,female
8737,0,0,coupon,instagram,0,0,3,11,nothing,white,female
8738,0,0,coupon,facebook,0,0,0,2,nothing,white,male
8739,0,0,coupon,instagram,1,62.99,5,10,nothing,white,female
8740,0,0,control,instagram,1,39.99,7,21,something,white,female
8741,0,0,control,google,3,59.99,5,13,nothing,minority,female
8742,1,39.192,coupon,facebook,4,48.99,0,17,something,white,female
8743,0,0,control,instagram,1,68.49,0,15,nothing,white,female
8744,0,0,control,google,0,0,2,17,nothing,white,female
8745,1,41.992,coupon,instagram,1,52.49,4,16,something,white,female
8746,0,0,control,instagram,0,0,4,3,nothing,white,male
8747,0,0,coupon,google,1,122.98,7,18,nothing,white,female
8748,0,0,coupon,instagram,0,0,1,12,nothing,white,female
8749,0,0,coupon,referral,3,48.49,2,28,nothing,white,female
8750,0,0,coupon,google,1,131.98,2,19,nothing,minority,female
8751,0,0,control,google,3,63.99,6,15,nothing,white,male
8752,1,81.99,control,google,0,0,1,3,nothing,minority,male
8753,0,0,coupon,instagram,0,0,0,17,nothing,minority,female
8754,0,0,control,google,2,81.98,4,23,something,white,female
8755,1,67.592,coupon,facebook,0,0,5,10,something,white,male
8756,0,0,control,google,2,105.98,2,2,something,minority,male
8757,0,0,coupon,google,2,69.49,4,10,something,white,male
8758,0,0,coupon,google,1,55.99,5,1,something,white,male
8759,0,0,control,google,0,0,2,3,something,minority,male
8760,0,0,control,instagram,0,0,6,25,nothing,white,female
8761,0,0,coupon,instagram,0,0,3,11,something,white,male
8762,0,0,control,instagram,1,65.99,0,17,something,white,female
8763,0,0,coupon,google,0,0,4,18,nothing,minority,female
8764,0,0,coupon,other,2,61.99,1,8,nothing,white,male
8765,1,35.192,coupon,google,1,43.99,1,8,something,white,male
8766,0,0,coupon,google,1,111.98,4,6,nothing,minority,male
8767,0,0,coupon,facebook,4,86.99,1,17,nothing,white,female
8768,0,0,coupon,referral,2,70.49,0,13,nothing,white,female
8769,0,0,coupon,facebook,4,37.49,6,10,nothing,white,male
8770,0,0,coupon,instagram,5,66.99,3,18,nothing,white,female
8771,0,0,coupon,google,1,47.99,2,3,nothing,minority,male
8772,0,0,coupon,google,1,127.98,7,16,nothing,minority,female
8773,0,0,control,instagram,1,101.98,2,23,nothing,white,female
8774,0,0,control,facebook,3,83.99,1,21,nothing,white,female
8775,0,0,coupon,google,1,61.49,7,17,nothing,white,female
8776,1,61.99,control,instagram,1,123.98,2,8,nothing,white,female
8777,0,0,coupon,google,0,0,7,22,something,white,female
8778,0,0,coupon,facebook,0,0,5,10,nothing,white,male
8779,1,66.392,coupon,instagram,1,82.99,4,22,something,white,female
8780,0,0,coupon,instagram,3,48.99,0,19,nothing,white,male
8781,0,0,coupon,instagram,0,0,5,11,nothing,white,female
8782,0,0,control,google,0,0,3,14,nothing,white,female
8783,0,0,control,google,3,105.98,3,17,nothing,white,female
8784,0,0,control,facebook,1,43.99,2,21,nothing,white,female
8785,1,45.192,coupon,facebook,6,56.49,3,1,something,white,male
8786,0,0,control,google,2,67.49,4,13,something,white,male
8787,0,0,control,google,1,62.99,5,14,nothing,minority,female
8788,0,0,coupon,facebook,2,61.99,3,17,nothing,white,female
8789,0,0,coupon,referral,1,65.99,5,10,nothing,white,male
8790,0,0,coupon,google,0,0,3,21,nothing,minority,female
8791,0,0,coupon,instagram,1,69.99,4,13,something,minority,male
8792,0,0,control,instagram,5,112.98,6,4,nothing,white,male
8793,0,0,control,google,0,0,7,18,nothing,minority,female
8794,0,0,control,facebook,8,51.99,0,14,nothing,white,male
8795,0,0,coupon,google,0,0,3,13,nothing,white,female
8796,0,0,coupon,instagram,0,0,0,23,something,white,female
8797,0,0,coupon,google,5,128.98,4,18,nothing,white,female
8798,0,0,control,google,1,169.47,0,16,nothing,white,male
8799,0,0,coupon,google,3,80.49,1,12,something,white,male
8800,0,0,control,google,0,0,3,11,something,white,male
8801,0,0,control,facebook,1,75.99,6,3,nothing,white,male
8802,0,0,control,google,1,54.99,7,1,nothing,white,male
8803,0,0,control,google,0,0,1,17,nothing,minority,female
8804,0,0,control,facebook,2,55.49,2,18,nothing,white,female
8805,0,0,control,facebook,1,66.99,1,12,nothing,white,male
8806,0,0,control,facebook,5,61.99,2,3,something,white,male
8807,0,0,control,google,3,71.49,1,4,nothing,white,male
8808,0,0,coupon,google,5,117.98,4,14,nothing,white,male
8809,0,0,control,instagram,0,0,2,18,something,white,female
8810,0,0,control,facebook,0,0,4,18,nothing,white,male
8811,0,0,control,google,1,49.49,6,22,nothing,white,female
8812,0,0,coupon,instagram,2,53.99,0,17,nothing,white,female
8813,0,0,control,google,3,70.49,5,10,nothing,white,male
8814,0,0,control,google,3,60.99,0,6,nothing,minority,male
8815,0,0,control,google,5,61.99,1,16,nothing,minority,female
8816,0,0,coupon,instagram,0,0,2,24,nothing,white,female
8817,0,0,coupon,instagram,0,0,3,16,nothing,white,female
8818,0,0,coupon,google,4,70.99,3,8,something,white,male
8819,0,0,coupon,google,1,73.99,5,11,something,white,male
8820,0,0,control,instagram,0,0,3,29,nothing,white,female
8821,0,0,control,instagram,1,67.49,4,14,nothing,white,female
8822,1,53.192,coupon,facebook,8,66.49,6,21,nothing,white,female
8823,0,0,coupon,instagram,0,0,4,20,nothing,white,female
8824,0,0,coupon,other,1,51.99,5,6,nothing,white,male
8825,0,0,coupon,google,0,0,4,14,nothing,white,female
8826,0,0,control,instagram,1,65.98,6,8,nothing,white,male
8827,0,0,coupon,instagram,0,0,4,25,nothing,white,female
8828,0,0,control,google,0,0,3,12,nothing,white,female
8829,0,0,coupon,facebook,2,147.98,4,26,nothing,white,female
8830,0,0,coupon,google,0,0,5,14,nothing,white,female
8831,0,0,coupon,instagram,4,57.99,6,29,nothing,white,female
8832,0,0,coupon,facebook,0,0,4,7,something,white,male
8833,0,0,control,facebook,1,134.97,5,21,nothing,white,female
8834,0,0,control,instagram,2,76.99,4,5,nothing,white,male
8835,0,0,control,facebook,0,0,3,24,nothing,white,female
8836,0,0,coupon,instagram,0,0,4,24,nothing,white,female
8837,0,0,coupon,google,0,0,3,2,nothing,white,male
8838,0,0,control,instagram,0,0,6,4,something,white,male
8839,0,0,coupon,instagram,1,71.99,5,21,nothing,white,female
8840,0,0,coupon,google,2,149.98,5,17,nothing,minority,female
8841,0,0,coupon,instagram,0,0,4,14,nothing,white,male
8842,0,0,coupon,google,1,58.99,4,23,something,white,female
8843,0,0,coupon,facebook,4,185.97,1,17,nothing,white,male
8844,0,0,coupon,google,2,69.99,6,14,something,white,male
8845,0,0,control,google,0,0,5,2,nothing,white,male
8846,0,0,control,facebook,3,68.99,2,16,nothing,white,female
8847,0,0,control,google,3,71.99,0,7,something,white,male
8848,0,0,control,google,0,0,7,22,nothing,minority,female
8849,0,0,coupon,google,1,53.99,4,10,nothing,white,male
8850,0,0,control,instagram,0,0,2,6,nothing,white,male
8851,0,0,control,facebook,0,0,4,16,something,minority,female
8852,0,0,control,google,0,0,4,26,nothing,white,female
8853,0,0,coupon,instagram,1,46.99,6,22,nothing,white,female
8854,0,0,coupon,google,2,257.96,4,4,something,white,male
8855,1,51.99,control,google,3,155.97,4,17,nothing,white,female
8856,0,0,coupon,google,6,69.99,3,10,nothing,minority,male
8857,0,0,control,google,0,0,5,2,nothing,minority,male
8858,0,0,coupon,google,3,52.49,4,2,nothing,minority,male
8859,0,0,control,instagram,3,58.49,0,15,nothing,white,female
8860,1,60.49,control,facebook,1,60.49,4,13,something,white,male
8861,0,0,coupon,google,1,71.49,4,17,nothing,minority,female
8862,0,0,control,google,0,0,3,14,nothing,white,male
8863,0,0,control,instagram,4,88.98,4,22,nothing,white,female
8864,0,0,coupon,instagram,0,0,1,11,nothing,white,female
8865,0,0,control,facebook,1,71.99,4,16,nothing,white,female
8866,0,0,control,instagram,1,120.98,2,18,something,white,female
8867,0,0,control,google,0,0,5,7,nothing,white,male
8868,0,0,control,instagram,3,84.99,0,6,nothing,white,male
8869,0,0,coupon,google,2,116.98,1,4,nothing,minority,male
8870,0,0,control,instagram,0,0,0,9,nothing,white,female
8871,1,51.192,coupon,facebook,2,63.99,2,18,nothing,white,female
8872,0,0,coupon,google,3,155.97,5,9,something,minority,male
8873,0,0,control,instagram,2,43.99,7,15,nothing,white,female
8874,0,0,coupon,instagram,2,65.49,2,23,nothing,white,female
8875,0,0,coupon,facebook,0,0,7,8,something,white,male
8876,0,0,coupon,google,1,69.49,4,2,nothing,white,male
8877,0,0,coupon,facebook,4,78.99,2,4,nothing,white,male
8878,0,0,coupon,google,2,58.99,6,3,nothing,white,male
8879,0,0,control,instagram,0,0,2,15,nothing,white,female
8880,0,0,control,google,2,57.49,2,17,something,white,female
8881,0,0,control,google,4,167.97,6,5,nothing,white,male
8882,0,0,control,instagram,0,0,7,20,nothing,white,female
8883,0,0,control,facebook,8,69.99,2,22,nothing,white,female
8884,1,51.992,coupon,facebook,3,129.98,1,15,nothing,white,male
8885,1,30.392,coupon,google,11,37.99,2,11,something,white,male
8886,0,0,coupon,google,0,0,6,20,something,white,female
8887,0,0,coupon,google,1,119.97,1,12,nothing,white,male
8888,0,0,coupon,instagram,1,147.98,4,20,nothing,white,female
8889,0,0,control,instagram,0,0,0,8,nothing,white,male
8890,0,0,control,google,1,115.98,5,13,nothing,minority,male
8891,0,0,coupon,instagram,2,69.99,0,17,something,white,female
8892,0,0,control,google,4,63.49,3,3,nothing,white,male
8893,0,0,control,instagram,1,219.96,2,11,nothing,white,female
8894,0,0,control,google,1,62.49,2,7,nothing,white,male
8895,0,0,control,facebook,0,0,5,19,nothing,white,female
8896,0,0,control,instagram,1,59.99,3,5,nothing,white,male
8897,0,0,coupon,google,4,48.49,2,6,nothing,white,male
8898,0,0,control,google,6,58.99,4,23,nothing,white,female
8899,0,0,control,referral,4,44.99,6,3,nothing,white,male
8900,0,0,control,instagram,0,0,5,14,nothing,white,male
8901,0,0,control,instagram,0,0,0,13,nothing,white,female
8902,0,0,coupon,instagram,2,66.99,7,10,something,white,female
8903,0,0,control,instagram,0,0,2,21,nothing,white,female
8904,0,0,coupon,google,2,49.49,0,17,nothing,minority,female
8905,1,29.992,coupon,facebook,2,37.49,0,8,nothing,white,female
8906,0,0,coupon,google,1,64.99,0,18,nothing,white,female
8907,0,0,coupon,instagram,4,57.99,6,1,nothing,white,male
8908,0,0,control,facebook,0,0,0,2,nothing,white,male
8909,0,0,coupon,other,1,78.99,5,4,nothing,white,male
8910,0,0,control,referral,1,76.99,5,14,nothing,white,female
8911,0,0,coupon,google,1,59.99,0,20,nothing,minority,female
8912,0,0,coupon,facebook,5,53.99,6,20,nothing,white,female
8913,1,46.49,control,referral,0,0,5,16,something,white,female
8914,1,43.992,coupon,google,8,109.98,7,2,something,white,male
8915,0,0,control,google,1,67.49,6,2,something,white,male
8916,0,0,coupon,facebook,0,0,0,23,nothing,white,female
8917,0,0,control,google,3,57.99,2,20,nothing,white,female
8918,0,0,coupon,google,0,0,0,7,something,minority,male
8919,0,0,coupon,referral,1,73.49,0,19,nothing,white,male
8920,0,0,coupon,instagram,0,0,1,20,nothing,white,female
8921,0,0,coupon,instagram,3,46.99,0,15,nothing,white,female
8922,0,0,control,google,0,0,1,17,something,minority,female
8923,0,0,coupon,instagram,0,0,4,9,something,white,female
8924,1,55.592,coupon,instagram,3,69.49,4,19,nothing,white,female
8925,0,0,coupon,facebook,3,126.98,2,18,something,white,male
8926,0,0,coupon,google,0,0,4,2,nothing,white,male
8927,0,0,coupon,facebook,0,0,2,3,something,white,male
8928,0,0,coupon,google,0,0,7,15,nothing,white,female
8929,0,0,control,google,1,61.49,1,19,nothing,white,female
8930,0,0,coupon,google,2,54.99,4,12,nothing,white,male
8931,2,112.784,coupon,facebook,4,70.49,0,23,something,white,female
8932,0,0,control,google,3,95.98,6,20,nothing,white,female
8933,0,0,control,facebook,4,149.98,5,21,nothing,white,female
8934,1,74.99,control,google,4,149.98,5,11,nothing,white,male
8935,0,0,coupon,other,0,0,2,6,something,minority,male
8936,0,0,control,google,2,62.49,4,7,nothing,minority,male
8937,0,0,control,facebook,1,65.99,6,9,nothing,white,male
8938,0,0,coupon,google,1,48.99,1,15,nothing,minority,female
8939,0,0,control,instagram,0,0,4,16,something,white,male
8940,0,0,coupon,google,0,0,2,18,nothing,minority,female
8941,1,57.592,coupon,google,3,215.97,4,15,nothing,minority,female
8942,0,0,coupon,google,2,63.99,0,5,nothing,white,male
8943,0,0,control,google,4,54.99,1,21,something,white,female
8944,0,0,coupon,google,5,47.99,0,1,nothing,white,male
8945,0,0,coupon,google,2,84.99,4,14,nothing,white,male
8946,0,0,coupon,instagram,2,265.96,5,26,nothing,white,female
8947,0,0,control,google,4,79.99,0,10,something,white,male
8948,0,0,coupon,instagram,1,56.49,1,22,nothing,white,female
8949,1,50.392,coupon,instagram,8,188.97,6,21,nothing,white,female
8950,0,0,coupon,facebook,1,47.49,3,3,something,white,male
8951,0,0,coupon,google,2,69.99,3,22,nothing,white,female
8952,0,0,control,instagram,1,50.49,0,25,nothing,minority,female
8953,0,0,coupon,google,0,0,4,12,nothing,white,male
8954,0,0,coupon,instagram,1,32.99,2,15,nothing,white,female
8955,0,0,control,instagram,0,0,6,15,something,white,female
8956,0,0,coupon,google,0,0,4,4,something,white,male
8957,0,0,control,instagram,0,0,0,16,something,white,female
8958,0,0,control,google,4,69.99,3,15,nothing,white,male
8959,0,0,control,google,3,38.49,4,19,nothing,white,female
8960,0,0,coupon,facebook,4,54.99,0,1,nothing,white,male
8961,0,0,control,instagram,0,0,5,18,nothing,white,female
8962,1,41.192,coupon,google,1,205.96,0,5,something,white,male
8963,1,54.99,control,instagram,0,0,0,5,something,white,male
8964,0,0,control,instagram,0,0,4,13,nothing,white,female
8965,0,0,coupon,google,0,0,6,7,nothing,minority,male
8966,0,0,control,facebook,3,173.97,5,22,something,white,female
8967,0,0,control,facebook,3,36.99,4,12,nothing,white,female
8968,0,0,coupon,google,1,129.98,6,7,nothing,minority,male
8969,0,0,control,other,2,65.99,0,20,something,minority,male
8970,0,0,control,facebook,0,0,1,10,nothing,white,male
8971,0,0,control,google,0,0,4,26,nothing,minority,female
8972,0,0,coupon,instagram,4,52.99,1,17,nothing,white,female
8973,0,0,coupon,google,0,0,1,25,nothing,minority,female
8974,0,0,coupon,instagram,0,0,0,16,nothing,white,female
8975,0,0,control,instagram,5,60.49,4,21,nothing,white,female
8976,0,0,coupon,google,5,67.49,4,24,nothing,minority,female
8977,0,0,coupon,facebook,0,0,1,2,nothing,white,male
8978,0,0,coupon,facebook,2,206.97,2,24,nothing,white,female
8979,0,0,coupon,instagram,5,48.99,4,8,something,white,female
8980,1,75.99,control,google,6,227.97,6,1,something,white,male
8981,1,39.192,coupon,instagram,4,97.98,4,16,nothing,white,male
8982,0,0,control,instagram,4,42.99,3,9,nothing,white,male
8983,0,0,coupon,facebook,6,40.99,5,24,nothing,white,female
8984,0,0,coupon,facebook,1,149.98,2,1,nothing,white,male
8985,0,0,control,instagram,3,132.98,1,18,nothing,white,female
8986,0,0,control,referral,3,197.97,0,11,nothing,white,male
8987,0,0,control,google,0,0,7,11,something,white,male
8988,0,0,control,instagram,0,0,7,24,nothing,white,female
8989,0,0,control,instagram,0,0,2,15,nothing,white,female
8990,0,0,coupon,google,0,0,6,1,something,white,male
8991,0,0,coupon,google,0,0,4,8,something,white,male
8992,0,0,coupon,google,0,0,2,23,something,white,female
8993,0,0,control,google,1,59.99,1,20,nothing,white,female
8994,1,67.99,control,instagram,5,67.99,4,7,nothing,white,male
8995,0,0,control,instagram,0,0,4,12,nothing,white,male
8996,0,0,coupon,instagram,0,0,1,15,nothing,white,male
8997,0,0,control,facebook,1,56.99,3,11,nothing,white,male
8998,0,0,coupon,google,7,101.98,5,9,nothing,white,male
8999,0,0,control,google,0,0,5,22,nothing,white,female
9000,0,0,control,google,7,67.99,4,22,nothing,white,female
9001,1,60.49,control,instagram,10,60.49,0,12,nothing,white,female
9002,0,0,coupon,facebook,0,0,4,18,nothing,white,female
9003,0,0,coupon,instagram,0,0,2,2,nothing,white,male
9004,0,0,control,referral,2,125.98,0,14,nothing,white,male
9005,0,0,coupon,facebook,6,49.99,7,10,nothing,minority,male
9006,0,0,coupon,instagram,0,0,5,14,nothing,white,female
9007,0,0,control,instagram,0,0,6,26,nothing,white,female
9008,0,0,coupon,google,0,0,4,7,something,white,male
9009,0,0,control,instagram,2,120.98,5,1,nothing,minority,male
9010,0,0,coupon,instagram,1,179.97,4,8,nothing,minority,male
9011,2,108.784,coupon,facebook,7,135.98,0,5,something,white,male
9012,0,0,coupon,facebook,0,0,4,24,nothing,minority,female
9013,0,0,coupon,instagram,2,56.49,1,15,nothing,white,male
9014,3,160.776,coupon,instagram,2,66.99,0,20,something,white,female
9015,0,0,control,facebook,0,0,4,11,nothing,minority,female
9016,0,0,control,instagram,3,54.49,0,20,nothing,white,female
9017,0,0,control,instagram,0,0,0,14,nothing,minority,female
9018,0,0,control,facebook,4,60.99,4,19,something,white,female
9019,1,53.49,control,facebook,6,106.98,5,18,nothing,white,male
9020,0,0,control,facebook,1,74.99,1,7,something,white,male
9021,0,0,control,instagram,2,121.98,5,16,something,white,male
9022,0,0,control,google,1,53.99,6,11,nothing,minority,female
9023,0,0,coupon,other,2,66.49,2,10,nothing,white,male
9024,0,0,coupon,instagram,0,0,1,13,nothing,white,female
9025,1,40.792,coupon,instagram,7,101.98,0,20,something,white,female
9026,0,0,coupon,facebook,3,56.99,1,17,nothing,white,male
9027,0,0,control,other,2,48.49,7,16,something,white,female
9028,0,0,coupon,google,0,0,5,14,something,white,male
9029,0,0,coupon,google,2,123.98,4,21,nothing,minority,female
9030,0,0,control,google,9,54.99,5,18,nothing,white,female
9031,0,0,control,facebook,0,0,5,8,nothing,white,female
9032,0,0,coupon,google,0,0,0,20,nothing,white,female
9033,0,0,control,instagram,5,123.98,1,7,nothing,white,male
9034,0,0,coupon,instagram,0,0,4,4,nothing,white,male
9035,0,0,control,google,0,0,1,26,nothing,white,female
9036,0,0,control,google,1,125.98,0,6,something,minority,male
9037,0,0,control,google,5,46.49,6,10,nothing,white,female
9038,2,90.98,control,referral,14,90.98,1,3,nothing,white,male
9039,0,0,control,instagram,2,60.99,2,16,nothing,white,female
9040,0,0,coupon,google,1,57.99,0,14,nothing,minority,female
9041,1,70.99,control,google,7,283.96,2,5,something,white,male
9042,1,47.992,coupon,instagram,2,59.99,0,17,nothing,white,female
9043,0,0,coupon,referral,0,0,4,5,something,white,male
9044,0,0,control,instagram,1,35.99,0,19,something,white,female
9045,0,0,coupon,google,4,57.49,0,21,nothing,white,female
9046,0,0,control,google,0,0,0,20,nothing,minority,female
9047,0,0,control,facebook,0,0,3,13,something,white,male
9048,0,0,coupon,google,0,0,1,21,nothing,white,female
9049,0,0,control,google,2,65.99,0,2,something,white,male
9050,0,0,control,facebook,0,0,5,5,something,white,male
9051,0,0,coupon,google,1,111.98,5,13,nothing,white,female
9052,0,0,control,instagram,2,61.49,6,15,nothing,white,female
9053,0,0,control,instagram,2,52.99,6,14,nothing,white,male
9054,0,0,coupon,google,6,64.49,4,5,nothing,white,male
9055,0,0,control,facebook,5,56.99,2,7,nothing,minority,female
9056,1,60.99,control,facebook,3,121.98,0,2,something,white,male
9057,0,0,control,instagram,0,0,4,11,nothing,white,female
9058,0,0,coupon,google,0,0,0,18,something,white,female
9059,0,0,coupon,google,2,194.97,5,7,something,minority,male
9060,0,0,control,google,0,0,5,17,nothing,white,female
9061,0,0,control,google,0,0,3,12,nothing,white,male
9062,0,0,coupon,facebook,0,0,1,22,nothing,white,female
9063,0,0,coupon,google,0,0,6,10,nothing,white,male
9064,0,0,control,facebook,2,145.98,1,18,something,minority,female
9065,1,58.99,control,instagram,2,58.99,2,17,nothing,white,male
9066,0,0,control,google,10,263.96,5,23,nothing,white,female
9067,0,0,control,google,2,63.49,5,24,nothing,white,female
9068,0,0,coupon,facebook,3,141.98,6,2,something,white,male
9069,0,0,control,google,1,110.98,4,12,nothing,minority,male
9070,0,0,coupon,instagram,6,61.99,4,21,nothing,white,female
9071,0,0,coupon,facebook,2,51.99,7,2,nothing,white,male
9072,0,0,coupon,instagram,0,0,6,19,nothing,white,female
9073,0,0,control,google,0,0,4,19,nothing,minority,female
9074,1,74.99,control,facebook,2,74.99,1,15,nothing,white,female
9075,0,0,control,instagram,0,0,4,21,something,white,female
9076,0,0,coupon,instagram,1,65.99,4,14,nothing,minority,female
9077,2,103.984,coupon,instagram,0,0,3,20,something,white,female
9078,0,0,control,instagram,0,0,4,13,nothing,white,female
9079,0,0,coupon,instagram,1,67.49,1,7,nothing,white,female
9080,0,0,control,facebook,0,0,1,26,nothing,minority,female
9081,0,0,control,facebook,0,0,5,23,nothing,white,female
9082,0,0,control,facebook,1,109.98,4,4,nothing,white,male
9083,0,0,coupon,referral,0,0,4,12,nothing,white,male
9084,0,0,control,google,0,0,3,10,nothing,minority,male
9085,0,0,coupon,facebook,0,0,7,26,nothing,white,female
9086,0,0,control,instagram,3,156.98,4,22,nothing,white,female
9087,0,0,coupon,google,0,0,0,18,nothing,minority,female
9088,0,0,coupon,google,2,37.49,4,18,nothing,white,female
9089,0,0,coupon,facebook,0,0,4,16,something,white,female
9090,0,0,control,google,2,55.99,6,6,something,minority,male
9091,0,0,control,google,1,50.99,6,1,nothing,minority,male
9092,0,0,coupon,google,0,0,1,17,nothing,minority,male
9093,0,0,control,google,1,295.96,0,16,something,minority,male
9094,0,0,control,google,1,164.98,4,1,nothing,white,male
9095,0,0,coupon,instagram,1,119.98,3,18,nothing,white,female
9096,0,0,control,facebook,2,98.98,0,2,nothing,white,male
9097,0,0,coupon,instagram,0,0,4,18,nothing,white,female
9098,0,0,control,google,2,165.98,0,8,nothing,minority,female
9099,0,0,control,facebook,2,72.49,5,3,something,white,male
